key,source,target
EquipmentText/TalentDesc2208,Damage to Elites & Boss +<Green_12>%s%</>,
EquipmentText/TalentDesc3009,Damage to Elites & Boss +<Green_12>%s%</>,
EquipmentText/TalentDesc3105,Damage to Elites & Boss +<Green_12>%s%</>,
EquipmentText/TalentDesc3205,Damage to Elites & Boss +<Green_12>%s%</>,
EquipmentText/TalentDesc4002,Damage to Elites & Boss +<Green_12>%s%</>,
EquipmentText/TalentDesc4108,Damage to Elites & Boss +<Green_12>%s%</>,
EquipmentText/TalentDesc4208,Damage to Elites & Boss +<Green_12>%s%</>,
EquipmentText/TalentDesc5002,Damage to Elites & Boss +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay20,Damage to Elites & Boss + <Green_14>%s%</>,
EquipmentText/Attribute_Attack_Desc5,Bonus damage against elite enemies and BOSS.,
EquipmentText/ModuleTips2119,Damage to enemies within 4 meters is increased by <Green_14>60%</>.,
EquipmentText/TalentDesc2009,[Weapon] DMG +<Green_12>40%</> to close enemies,
EquipmentText/TalentName1401,Treasure Hunter,
EquipmentText/TalentName4401,Treasure Hunter,
EquipmentText/TalentName5401,Treasure Hunter,
EquipmentText/TalentDesc3004,"Per 0.1s missile flight, +<Green_12>2%</> blast radius and +<Green_12>2%</>[Weapon] DMG",
EquipmentText/TalentDesc3007,Missile direct hit DMG +<Green_12>15%</>,
EquipmentText/ModuleTips2169,"After <Green_14>10</> hits on enemies, summon the Thunderdrake to breathe forward, dealing <Green_14>{Param}</> [Tactical Skill] damage per second. Internal cooldown: <Green_14>7</>s.

<Boss_shenhua>*Glorious Trophy from [Cataclysm Drake]*</>",
EquipmentText/ModuleTips2160,"Shooting an enemy has a <Green_14>20%</> chance to fire a hook that pulls small‑sized enemies to you and deals <Green_14>{Param}</> [Psionic] damage. The hook has a <Green_14>5</>s cooldown per target.

<Boss_shenhua>*Glorious Trophy from [Sandstorm Lord]*</>",
EquipmentText/ModuleTips2145,"Shooting hits have a <Green_14>1%</> chance to summon the Plague Angel to perform a Crescent Slash, dealing <Green_14>{Param}</> [Throw] damage.

<Boss_shenhua>*Glorious Trophy from [Plague Angel]*</>",
EquipmentText/Attribute_Survival_Info6,Chance of On-Hit Heal,
EquipmentText/TalentDesc2308,Chance of On-Hit Heal +<Green_12>%s%</>,
EquipmentText/TalentDesc3308,Chance of On-Hit Heal +<Green_12>%s%</>,
EquipmentText/TalentDesc4306,Chance of On-Hit Heal +<Green_12>%s%</>,
EquipmentText/TalentDesc5306,Chance of On-Hit Heal +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay7,Chance of On-Hit Heal + <Green_14>%s%</>,
EquipmentText/ModuleTips2085,Chance of On-Hit Heal +<Green_14>12%</>,
EquipmentText/ModuleTips2005,Shots have a <Green_14>15%</> chance to fire an additional bullet,
EquipmentText/EquipmentTypeID200506,Synchro Helm,
EquipmentText/EquipmentTypeID260503,Projectile Bracer,
EquipmentText/AffixeName33,Projectile,
EquipmentText/AffixeName24,Lethal,
EquipmentText/Attribute_Weapon_Info9,Range,
EquipmentText/Attribute_Weapon_Info2,Fire Rate,
EquipmentText/TalentDesc5009,"Fire Rate +<Green_12>15%</>, Luck +<Green_12>15%</>",
EquipmentText/ModuleTips2158,"Convert <Green_14>70%</> of max Health into a shield equal to <Green_14>1.5</> times that amount. When current Health is above <Green_14>30%</>, Health recovery is instead converted into shield.",
EquipmentText/EquipmentTypeID240504,Spike Assault Boots,
EquipmentText/AffixeName48,Block,
EquipmentText/Attribute_Name,Attributes,
EquipmentText/TalentName4107,Peak,
EquipmentText/EquipmentTypeID221002,"Giant's Belt",
EquipmentText/EquipmentTypeID170002,Beast Heavy Bow,
EquipmentText/EquipmentTypeID241503,Colossus Boots,
EquipmentText/EquipmentTypeID220002,Balanced Belt,
EquipmentText/Attribute_Others_Info1,Luck,
EquipmentText/TalentDesc1203,Luck +<Green_12>%s%</>,
EquipmentText/TalentDesc2109,Luck +<Green_12>%s%</>,
EquipmentText/TalentDesc2207,Luck +<Green_12>%s%</>,
EquipmentText/TalentDesc4207,Luck +<Green_12>%s%</>,
EquipmentText/TalentDesc5103,Luck +<Green_12>%s%</>,
EquipmentText/TalentDesc5108,Luck +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay43,Luck + <Green_14>%s%</>,
EquipmentText/ModuleTips2081,Luck +<Green_14>30%</>,
EquipmentText/AffixeName43,Lucky,
EquipmentText/EquipmentTypeID210504,Phantom Dancer,
EquipmentText/EquipmentTypeID100010,Wasteland Skullcrusher,
EquipmentText/TalentName1106,Duration+,
EquipmentText/TalentDesc3010,"Firing rapidly shoots <Green_12>2</> missiles, [Weapon] DMG -<red_12>45%</>",
EquipmentText/TalentName5202,Status DMG,
EquipmentText/AffixeName2065,Ailment,
EquipmentText/Attribute_Attack_Info12,Status ailment damage,
EquipmentText/TalentDesc5202,Status Ailment DMG +<Green_12>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1013,Status Ailment Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay1027,Status Ailment Damage + <Green_14>%s%</>,
EquipmentText/arr_BaseAttributeBonusDisplay16,Status Ailment Damage + <Green_14>%s%</>,
EquipmentText/ModuleTips2069,Status ailment damage frequency increased by <Green_14>3</>x.,
EquipmentText/Attribute_Attack_Info13,Status Ailment Duration,
EquipmentText/TalentDesc2304,Status Ailment Duration +<Green_12>%s%</>,
EquipmentText/TalentDesc3304,Status Ailment Duration +<Green_12>%s%</>,
EquipmentText/TalentDesc5003,Status Ailment Duration +<Green_12>%s%</>,
EquipmentText/AffixeName16,Aberrant,
EquipmentText/TalentName4307,Status Resist,
EquipmentText/TalentName5307,Status Resist,
EquipmentText/EquipmentTypeID221502,Warrior Belt,
EquipmentText/AffixeName56,Psionic,
EquipmentText/TalentName1101,Kingslayer,
EquipmentText/TalentName2208,Kingslayer,
EquipmentText/TalentName3009,Kingslayer,
EquipmentText/TalentName3105,Kingslayer,
EquipmentText/TalentName3205,Kingslayer,
EquipmentText/TalentName4002,Kingslayer,
EquipmentText/TalentName4108,Kingslayer,
EquipmentText/TalentName4208,Kingslayer,
EquipmentText/TalentName5002,Kingslayer,
EquipmentText/AffixeName20,Godslayer,
EquipmentText/TalentDesc5005,"Bow hits have <Green_12>15%</> chance to 【Mark】, 【Marked】 enemies take +<Green_12>15%</> DMG for <Green_12>5</>s",
EquipmentText/ModuleTips2139,"Bow's multi-shot upgrades to Divine Punishment Spear, dealing [Weapon] damage every <Green_14>0.2</>s for <Green_14>2</>s.",
EquipmentText/TalentName5005,Weak Point,
EquipmentText/Attribute_Weapon_Info4,Magazine,
EquipmentText/TalentDesc2010,Magazine -<red_12>50%</>; First shot after reload +<Green_12>60%</>[Weapon] DMG,
EquipmentText/ModuleTips2037,"Magazine capacity fixed at <red_14>1</>. After reload, [Weapon] Reload Speed +<Green_14>25%</>, [Psionic] Damage +<Green_14>30%</> for <Green_14>3</>s.",
EquipmentText/EquipmentTypeID220506,Crater Theory,
EquipmentText/Attribute_Weapon_Info7,Ricochet,
EquipmentText/TalentName4008,Ricochet,
EquipmentText/TalentName2006,Barrage,
EquipmentText/AffixeName22,Barrage,
EquipmentText/AffixeName2060,Pouch,
EquipmentText/Attribute_Weapon_Info5,Projectile Count,
EquipmentText/AffixeName12,Chain,
EquipmentText/AffixeName2083,Sturdy,
EquipmentText/TalentName1002,Strong Attack,
EquipmentText/TalentName1102,Strong Attack,
EquipmentText/TalentName2000,Strong Attack,
EquipmentText/TalentName3000,Strong Attack,
EquipmentText/TalentName4005,Strong Attack,
EquipmentText/TalentName4101,Strong Attack,
EquipmentText/TalentName5001,Strong Attack,
EquipmentText/TalentName1203,Lucky,
EquipmentText/TalentName2109,Lucky,
EquipmentText/TalentName2207,Lucky,
EquipmentText/TalentName4207,Lucky,
EquipmentText/TalentName5103,Lucky,
EquipmentText/TalentName1305,Toughness,
EquipmentText/TalentName2300,Toughness,
EquipmentText/TalentName3104,Toughness,
EquipmentText/TalentName3300,Toughness,
EquipmentText/TalentName4300,Toughness,
EquipmentText/TalentName5300,Toughness,
EquipmentText/ModuleTips2166,"When you take fatal damage, instantly detonate <Green_14>1</> nearby drone or Mechatech, restoring <Green_14>35%</> of your Health. This effect can trigger at most once every <Green_14>60</>s.",
EquipmentText/ModuleTips2098,"After reloading, launch multiple ice shards dealing <Green_14>{Param}</> [Psionic] damage and applying [Chill]. Deal +<Green_14>60%</> damage to [Frozen] enemies.",
EquipmentText/ModuleTips2115,"When hit, automatically fires an orbital laser at the attacker, dealing <Green_14>{Param}</> [Tactical Skill] damage. Can trigger once every <Green_14>8</>s.",
EquipmentText/Attribute_Attack_Desc11,"The damage type with the highest bonus, categories include: Weapon/Dash/Chase/Psionic/Throw/Tactical Skill/Auxiliary Weapon",
EquipmentText/ModuleTips2073,"After being attacked, Armor +<Green_14>1.5</> for <Green_14>5</>s, max <Green_14>10</> stacks.",
EquipmentText/ModuleTips2076,"When attacked, <Green_14>2%</> chance to drop a medkit nearby.",
EquipmentText/ModuleTips2116,"When taking lethal damage, 50% chance to restore <Green_14>30%</> of your Health and Freeze nearby enemies. (Cooldown <Green_14>60</>s)",
EquipmentText/ModuleTips2111,"When Health is below 35%, [Weapon] Critical Chance +<Green_14>35%</>.",
EquipmentText/Attribute_Weapon_Desc8,Affects the magnitude of knocking back monsters,
EquipmentText/EquipmentTypeID210001,Shadowstrike Armor,
EquipmentText/TalentName1207,Sure Kill,
EquipmentText/TalentName4004,Sure Kill,
EquipmentText/TalentName5107,Sure Kill,
EquipmentText/ContractName111,Swift Pact,
EquipmentText/AffixeName63,Quick-handed,
EquipmentText/TalentName2403,Fast Supply,
EquipmentText/TalentName3403,Fast Supply,
EquipmentText/EquipmentTypeID211502,Flash-Freeze Core,
EquipmentText/EquipmentTypeID270502,Emergency Nano-Core,
EquipmentText/AffixeName6,Restore,
EquipmentText/EquipmentTypeID280509,Dreadwyrm Breath,
EquipmentText/TalentName3202,Tactical DMG,
EquipmentText/TalentName5200,Tactical DMG,
EquipmentText/TalentName3206,Tactical Crit,
EquipmentText/TalentName5208,Tactical Crit,
EquipmentText/EquipmentTypeID250506,Battlefield Detector Goggles,
EquipmentText/EquipmentTypeID221501,Combat Aid Kit,
EquipmentText/TalentName3201,Tactical Area,
EquipmentText/TalentName5201,Tactical Area,
EquipmentText/AffixeName34,Zone,
EquipmentText/TalentName3200,Tactical Duration,
EquipmentText/TalentName5204,Tactical Duration,
EquipmentText/AffixeName55,Tactical,
EquipmentText/TalentName5209,Tactical Burst,
EquipmentText/TalentName1110,Tactician,
EquipmentText/EquipmentTypeID150500,Tactical Catalyst,
EquipmentText/EquipmentTypeID110000,Tactical SMG,
EquipmentText/TalentName5211,Tactical Guidance,
EquipmentText/Attribute_Skill_Name,Tactical Skill,
EquipmentText/Attribute_Skill_Info1,Tactical Skill Damage,
EquipmentText/Attribute_Skill_Info3,Skill Projectile Count,
EquipmentText/Attribute_Skill_Info4,Tactical Skill Duration,
EquipmentText/Attribute_Skill_Info5,Tactical Skill Slots,
EquipmentText/TalentName3203,Tactical Slot,
EquipmentText/TalentName5205,Tactical Slot,
EquipmentText/Attribute_Skill_Info6,Skill Crit Chance,
EquipmentText/Attribute_Skill_Desc1,Bonus damage for Tactical Skill-type Divine Tech abilities,
EquipmentText/Attribute_Skill_Desc4,Bonus duration for Tactical Skill-type Divine Tech abilities,
EquipmentText/Attribute_Skill_Desc2,Bonus Area for Tactical Skill-type Divine Tech abilities,
EquipmentText/Attribute_Skill_Desc6,Bonus Crit Chance for Tactical Skill-type Divine Tech abilities,
EquipmentText/Attribute_Skill_Info2,Tactical Skill Area,
EquipmentText/EquipmentTypeID270509,Tactical Sim Chip,
EquipmentText/TalentName1111,Tactical Demolition Hardpoint,
EquipmentText/AffixeName25,Tactical,
EquipmentText/AffixeName8,Vampiric,
EquipmentText/Attribute_Attack_Desc9,Global duration bonus for all Divine Tech abilities.,
EquipmentText/Attribute_Attack_Desc8,Global Area bonus for all Divine Tech abilities.,
EquipmentText/ModuleTips2108,Duration of all Events buffs is doubled.,
EquipmentText/Attribute_Attack_Desc6,Overall chance for attacks to deal critical damage,
EquipmentText/ModuleTips2126,Damage of all Buzzsaw-type skills +<Green_14>50%</>.,
EquipmentText/Armor_Type_Glove,Gloves,
EquipmentText/Weapon_Type_Ps,Pistol,
EquipmentText/Armor_Type_Wristband,Wristband,
EquipmentText/Armor_Type_Grenade,Grenade,
EquipmentText/Attribute_Throw_Info8,Grenade DMG,
EquipmentText/ModuleTips2124,"For each enemy hit by a Grenade, gain <Green_14>2%</> Damage Reduction for <Green_14>5</> seconds. Stacks up to <Green_14>15</> times.",
EquipmentText/EquipmentTypeID120501,Pile Driver,
EquipmentText/TalentName1001,Magazine+,
EquipmentText/TalentName1005,Magazine+,
EquipmentText/TalentName1107,Magazine+,
EquipmentText/TalentName1108,Magazine+,
EquipmentText/TalentName1208,Magazine+,
EquipmentText/TalentName2005,Magazine+,
EquipmentText/TalentName2103,Magazine+,
EquipmentText/TalentName3003,Magazine+,
EquipmentText/TalentName5108,Magazine+,
EquipmentText/AffixeName64,Expanded,
EquipmentText/Attribute_Weapon_Info10,Spread,
EquipmentText/AffixeName13,Skill,
EquipmentText/AffixeName61,"Launcher's",
EquipmentText/Attribute_Throw_Name,Throw,
EquipmentText/Attribute_Throw_Info2,Throw Damage,
EquipmentText/Attribute_Throw_Info3,Throw Charges,
EquipmentText/Attribute_Throw_Info9,Throw CD Reduction,
EquipmentText/ModuleTips2064,"After throwing, [Throw] Damage +<Green_14>20%</> for <Green_14>15</> s, max <Green_14>5</> stacks.",
EquipmentText/Attribute_Throw_Desc8,Damage dealt by throwing grenades,
EquipmentText/Attribute_Throw_Info7,Throw Projectile Count,
EquipmentText/Attribute_Throw_Info1,Throw Duration,
EquipmentText/Attribute_Throw_Info5,Throw Slots,
EquipmentText/TalentName1103,Throw Crit,
EquipmentText/Attribute_Throw_Info6,Throw Crit Chance,
EquipmentText/ModuleTips2163,Thrown projectiles split once more after landing.,
EquipmentText/AffixeName59,Thrown,
EquipmentText/Attribute_Throw_Desc2,Bonus damage for Throw-type Divine Tech abilities,
EquipmentText/Attribute_Throw_Desc3,Number of uses available for Throw-type Divine Tech abilities,
EquipmentText/Attribute_Throw_Desc1,Bonus duration for Throw-type Divine Tech abilities,
EquipmentText/Attribute_Throw_Desc4,Bonus Area for Throw-type Divine Tech abilities,
EquipmentText/Attribute_Throw_Desc6,Bonus Crit Chance for Throw-type Divine Tech abilities,
EquipmentText/Attribute_Throw_Info4,Throw Area,
EquipmentText/AffixeName62,Sharpened,
EquipmentText/Attribute_Survival_Info7,Armor,
EquipmentText/TalentDesc1301,Armor +<Green_12>%s</>,
EquipmentText/TalentDesc2301,Armor +<Green_12>%s</>,
EquipmentText/TalentDesc3102,Armor +<Green_12>%s</>,
EquipmentText/TalentDesc3301,Armor +<Green_12>%s</>,
EquipmentText/TalentDesc4302,Armor +<Green_12>%s</>,
EquipmentText/TalentDesc5302,Armor +<Green_12>%s</>,
EquipmentText/arr_BaseAttributeBonusDisplay1,Armor + <Green_14>%s</>,
EquipmentText/arr_BaseAttributeBonusDisplay1004,Armor + <Green_14>%s</>,
EquipmentText/TalentDesc2310,<Green_12>0.3%</> of Armor converts to All DMG,
EquipmentText/TalentDesc3310,<Green_12>0.3%</> of Armor converts to All DMG,
EquipmentText/TalentName3106,Shield,
EquipmentText/TalentName2310,Shield Counter,
EquipmentText/TalentName3310,Shield Counter,
EquipmentText/ModuleTips2117,"Bow shots have a <Green_14>30%</> chance to cause an explosion, dealing <Green_14>150%</> [Weapon] damage.",
EquipmentText/ModuleTips2157,"While shielded, damage taken is reduced by <Green_14>20%</>.",
EquipmentText/ModuleTips2113,"Picking up a Medkit grants a healing over time effect, restoring an additional <Green_14>10</> HP per second for the next <Green_14>15</> seconds.",
EquipmentText/ModuleTips2112,"Picking up a Medkit or Magnet releases an EMP shockwave, dealing <Green_14>{Param}</> [Psionic] damage to surrounding enemies.",
EquipmentText/Attribute_Attack_Info9,Duration,
EquipmentText/arr_BaseAttributeBonusDisplay36,Duration + <Green_14>%s%</>,
EquipmentText/AffixeName36,Duration,
EquipmentText/ModuleTips2086,"Losing more than <Green_14>10%</> HP triggers a Frost Wave, dealing <Green_14>{Param}</> damage and applying [Freeze]. The Frost Wave has a radius of <Green_14>600</>.",
EquipmentText/ModuleTips2096,"After reloading, fire arcs at up to <Green_14>5</> nearby enemies, dealing <Green_14>{Param}</> damage and increasing [Psionic] damage by <Green_14>30%</> for <Green_14>3</>s.",
EquipmentText/TalentDesc2205,"After reload, [Psionic] DMG +<Green_12>20%</> for <Green_12>2</>s",
EquipmentText/TalentDesc4205,"After reload, [Psionic] DMG +<Green_12>20%</> for <Green_12>2</>s",
EquipmentText/ModuleTips2168,"After reloading, summon <Green_14>5</> energy orbs that spin rapidly around you, dealing <Green_14>{Param}</> [Psionic] damage on enemy collision. Internal cooldown: <Green_14>5</>s.

<Boss_shenhua>*Glorious Trophy from [Thunder Guardian]*</>",
EquipmentText/Attribute_Weapon_Info3,Reload Time,
EquipmentText/TalentName1403,Explorer,
EquipmentText/TalentName2402,Explorer,
EquipmentText/TalentName3402,Explorer,
EquipmentText/TalentName4403,Explorer,
EquipmentText/TalentName5403,Explorer,
EquipmentText/EquipmentTypeID230501,Grenadier Arm,
EquipmentText/Attribute_Survival_Desc7,"Increases Armor, reducing damage taken by the character",
EquipmentText/Attribute_Survival_Desc3,Increased health restored from all sources,
EquipmentText/Attribute_Survival_Desc9,Chance to dodge enemy attacks,
EquipmentText/TalentName1409,Collector,
EquipmentText/TalentName4409,Collector,
EquipmentText/TalentName5409,Collector,
EquipmentText/Attribute_Attack_Name,Attack,
EquipmentText/ModuleTips2123,"Attacks have a <Green_14>10%</> chance to Mark an enemy, increasing all damage they take by <Green_14>20%</> for <Green_14>5</> seconds. Marked enemies explode on death, dealing <Green_14>{Param}</> damage.",
EquipmentText/ModuleTips2125,"When attacking enemies with less than <Green_14>35%</> HP, <Green_14>12%</> chance to deal <Green_14>5x</> damage.",
EquipmentText/ModuleTips2100,"When an enemy attacks, fire a [Psionic] buzzsaw at them that ricochets between enemies <Green_14>5</> times, dealing <Green_14>{Param}</> damage. Cooldown <Green_14>1</>s.",
EquipmentText/ModuleTips2070,Enemies take <Green_14>12%</> bonus damage for each status ailment applied to them.,
EquipmentText/EquipmentTypeID230002,Scout Gloves,
EquipmentText/EquipmentTypeID120503,Executioner,
EquipmentText/Attribute_Tech_Info8,New Tech Chance,
EquipmentText/ContractName113,"Wanderer's Contract",
EquipmentText/AffixeName2059,Rotary Return,
EquipmentText/EquipmentTypeID100020,Rotary Judgment Handcannon,
EquipmentText/EquipmentTypeID180503,Boundless,
EquipmentText/EquipmentTypeID280505,Fearless Charge,
EquipmentText/ContractName114,Valiant Contract,
EquipmentText/EquipmentTypeID250507,Starblade Hunter,
EquipmentText/EquipmentTypeID100000,Starwarden Rapid Pistol,
EquipmentText/EquipmentTypeID200002,Stardust Helm,
EquipmentText/EquipmentTypeID240001,Stardust Boots,
EquipmentText/EquipmentTypeID270513,Stellar Orb,
EquipmentText/EquipmentTypeID270504,Stellar Courier Beacon,
