key,source,target
EquipmentText/Attribute_Throw_Desc4,Bonus Area for Throw-type Divine Tech abilities,Bônus de Área para habilidades de Tecnologia Divina do tipo Arremesso
EquipmentText/Attribute_Throw_Desc6,Bonus Crit Chance for Throw-type Divine Tech abilities,Bônus de Chance Crítica para habilidades de Tecnologia Divina do tipo Arremesso
EquipmentText/Attribute_Throw_Info4,Throw Area,Arremesso Área
EquipmentText/AffixeName62,Sharpened,Sharpened
EquipmentText/Attribute_Survival_Info7,Armor,Armadura
EquipmentText/TalentDesc1301,Armor +<Green_12>%s</>,Armadura +<Green_12>%s</>
EquipmentText/TalentDesc2301,Armor +<Green_12>%s</>,Armadura +<Green_12>%s</>
EquipmentText/TalentDesc3102,Armor +<Green_12>%s</>,Armadura +<Green_12>%s</>
EquipmentText/TalentDesc3301,Armor +<Green_12>%s</>,Armadura +<Green_12>%s</>
EquipmentText/TalentDesc4302,Armor +<Green_12>%s</>,Armadura +<Green_12>%s</>
EquipmentText/TalentDesc5302,Armor +<Green_12>%s</>,Armadura +<Green_12>%s</>
EquipmentText/arr_BaseAttributeBonusDisplay1,Armor + <Green_14>%s</>,Armadura + <Green_14>%s</>
EquipmentText/arr_BaseAttributeBonusDisplay1004,Armor + <Green_14>%s</>,Armadura + <Green_14>%s</>
EquipmentText/TalentDesc2310,<Green_12>0.3%</> of Armor converts to All DMG,<Green_12>0.3%</> of Armadura converts to Todo Dano
EquipmentText/TalentDesc3310,<Green_12>0.3%</> of Armor converts to All DMG,<Green_12>0.3%</> of Armadura converts to Todo Dano
EquipmentText/TalentName3106,Shield,Escudo
EquipmentText/TalentName2310,Shield Counter,Contra-Escudo
EquipmentText/TalentName3310,Shield Counter,Contra-Escudo
EquipmentText/ModuleTips2117,"Bow shots have a <Green_14>30%</> chance to cause an explosion, dealing <Green_14>150%</> [Weapon] damage.","Disparos de Arco têm <Green_14>30%</> de chance de causar uma explosão, causando <Green_14>150%</> de dano de [Arma]."
EquipmentText/ModuleTips2157,"While shielded, damage taken is reduced by <Green_14>20%</>.","Enquanto estiver com escudo, o dano sofrido é reduzido em <Green_14>20%</>."
EquipmentText/ModuleTips2113,"Picking up a Medkit grants a healing over time effect, restoring an additional <Green_14>10</> HP per second for the next <Green_14>15</> seconds.","Coletar um Kit Médico concede efeito de cura ao longo do tempo, restaurando <Green_14>10</> de Vida adicional por segundo pelos próximos <Green_14>15</> segundos."
EquipmentText/ModuleTips2112,"Picking up a Medkit or Magnet releases an EMP shockwave, dealing <Green_14>{Param}</> [Psionic] damage to surrounding enemies.","Coletar um Kit Médico ou Ímã libera uma onda de choque EMP, causando <Green_14>{Param}</> de dano [Psiônico] aos inimigos ao redor."
EquipmentText/Attribute_Attack_Info9,Duration,Duração
EquipmentText/arr_BaseAttributeBonusDisplay36,Duration + <Green_14>%s%</>,Duração + <Green_14>%s%</>
EquipmentText/AffixeName36,Duration,Duração
EquipmentText/ModuleTips2086,"Losing more than <Green_14>10%</> HP triggers a Frost Wave, dealing <Green_14>{Param}</> damage and applying [Freeze]. The Frost Wave has a radius of <Green_14>600</>.","Perder mais de <Green_14>10%</> da Vida aciona uma Onda Gélida, causando <Green_14>{Param}</> de dano e aplicando [Congelamento]. A Onda Gélida tem raio de <Green_14>600</>."
EquipmentText/ModuleTips2096,"After reloading, fire arcs at up to <Green_14>5</> nearby enemies, dealing <Green_14>{Param}</> damage and increasing [Psionic] damage by <Green_14>30%</> for <Green_14>3</>s.","Após recarregar, dispara arcos elétricos em até <Green_14>5</> inimigos próximos, causando <Green_14>{Param}</> de dano e aumentando o dano [Psiônico] em <Green_14>30%</> por <Green_14>3</>s."
EquipmentText/TalentDesc2205,"After reload, [Psionic] DMG +<Green_12>20%</> for <Green_12>2</>s","Após recarregar, [Psiônico] Dano +<Green_12>20%</> por <Green_12>2</>s"
EquipmentText/TalentDesc4205,"After reload, [Psionic] DMG +<Green_12>20%</> for <Green_12>2</>s","Após recarregar, [Psiônico] Dano +<Green_12>20%</> por <Green_12>2</>s"
EquipmentText/ModuleTips2168,"After reloading, summon <Green_14>5</> energy orbs that spin rapidly around you, dealing <Green_14>{Param}</> [Psionic] damage on enemy collision. Internal cooldown: <Green_14>5</>s.

<Boss_shenhua>*Glorious Trophy from [Thunder Guardian]*</>","Após recarregar, invoca <Green_14>5</> orbes de energia que giram rapidamente ao seu redor, causando <Green_14>{Param}</> de dano [Psiônico] ao colidir com inimigos. Recarga interna: <Green_14>5</>s.

<Boss_shenhua>*Troféu Glorioso de [Thunder Guardian]*</>"
EquipmentText/Attribute_Weapon_Info3,Reload Time,Tempo de Recarga
EquipmentText/TalentName1403,Explorer,Explorador
EquipmentText/TalentName2402,Explorer,Explorador
EquipmentText/TalentName3402,Explorer,Explorador
EquipmentText/TalentName4403,Explorer,Explorador
EquipmentText/TalentName5403,Explorer,Explorador
EquipmentText/EquipmentTypeID230501,Grenadier Arm,Braço Granadeiro
EquipmentText/Attribute_Survival_Desc7,"Increases Armor, reducing damage taken by the character","Aumenta a Armadura, reduzindo o dano sofrido pelo personagem"
EquipmentText/Attribute_Survival_Desc3,Increased health restored from all sources,Aumenta a Vida restaurada por todas as fontes
EquipmentText/Attribute_Survival_Desc9,Chance to dodge enemy attacks,Chance de esquivar de ataques inimigos
EquipmentText/TalentName1409,Collector,Colecionador
EquipmentText/TalentName4409,Collector,Colecionador
EquipmentText/TalentName5409,Collector,Colecionador
EquipmentText/Attribute_Attack_Name,Attack,Ataque
EquipmentText/ModuleTips2123,"Attacks have a <Green_14>10%</> chance to Mark an enemy, increasing all damage they take by <Green_14>20%</> for <Green_14>5</> seconds. Marked enemies explode on death, dealing <Green_14>{Param}</> damage.","Ataques têm <Green_14>10%</> de chance de Marcar um inimigo, aumentando todo o dano sofrido por ele em <Green_14>20%</> por <Green_14>5</> segundos. Inimigos Marcados explodem ao morrer, causando <Green_14>{Param}</> de dano."
EquipmentText/ModuleTips2125,"When attacking enemies with less than <Green_14>35%</> HP, <Green_14>12%</> chance to deal <Green_14>5x</> damage.","Ao atacar inimigos com menos de <Green_14>35%</> de Vida, <Green_14>12%</> de chance de causar <Green_14>5x</> de dano."
EquipmentText/ModuleTips2100,"When an enemy attacks, fire a [Psionic] buzzsaw at them that ricochets between enemies <Green_14>5</> times, dealing <Green_14>{Param}</> damage. Cooldown <Green_14>1</>s.","Quando um inimigo ataca, dispara uma lâmina [Psiônica] contra ele, que ricocheteia entre inimigos <Green_14>5</> vezes, causando <Green_14>{Param}</> de dano. Recarga <Green_14>1</>s."
EquipmentText/ModuleTips2070,Enemies take <Green_14>12%</> bonus damage for each status ailment applied to them.,Inimigos sofrem <Green_14>12%</> de dano bônus para cada aflição de status aplicada a eles.
EquipmentText/EquipmentTypeID230002,Scout Gloves,Scout Luvas
EquipmentText/EquipmentTypeID120503,Executioner,Executor
EquipmentText/Attribute_Tech_Info8,New Tech Chance,Chance de Nova Tecnologia
EquipmentText/ContractName113,Wanderer's Contract,Contrato do Errante
EquipmentText/AffixeName2059,Rotary Return,Rotary Return
EquipmentText/EquipmentTypeID100020,Rotary Judgment Handcannon,Rotary Judgment Handcannon
EquipmentText/EquipmentTypeID280505,Fearless Charge,Carga Destemida
EquipmentText/ContractName114,Valiant Contract,Contrato Valente
EquipmentText/EquipmentTypeID250507,Starblade Hunter,Caçador da Lâmina Estelar
EquipmentText/EquipmentTypeID100000,Starwarden Rapid Pistol,Starwarden Rapid Pistola
EquipmentText/EquipmentTypeID200002,Stardust Helm,Stardust Helm
EquipmentText/EquipmentTypeID240001,Stardust Boots,Stardust Boots
EquipmentText/EquipmentTypeID270513,Stellar Orb,Orbe Estelar
EquipmentText/EquipmentTypeID270504,Stellar Courier Beacon,Sinalizador do Correio Estelar
EquipmentText/EquipmentTypeID160010,Startrail Sniper Rifle,Startrail Sniper Rifle
EquipmentText/EquipmentTypeID130000,Startrail Adaptive Rifle,Startrail Adaptive Rifle
EquipmentText/EquipmentTypeID140010,Starhammer Suppression MG,Starhammer Suppression MG
EquipmentText/TalentName1405,Ascension,Ascension
EquipmentText/TalentName4405,Ascension,Ascension
EquipmentText/TalentName5405,Ascension,Ascension
EquipmentText/ContractDesc115,"When [Mechatech] - [Time Field] is active, you also gain [Weapon] Fire Rate and Reload Speed bonuses outside the field.","Quando [Mechatech] - [Time Field] está ativo, você também recebe bônus de Cadência de Tiro e Velocidade de Recarga de [Arma] fora do campo."
EquipmentText/TalentName5111,Shadow Bow,Shadow Bow
EquipmentText/EquipmentTypeID231002,Darkplate Gloves,Darkplate Luvas
EquipmentText/Attribute_Attack_Info7,Crit Damage,Dano Crítico
EquipmentText/ModuleTips2129,Crit Damage +<Green_14>25%</>. Your first hit against an enemy is always a critical hit.,Dano Crítico +<Green_14>25%</>. Seu primeiro acerto contra um inimigo é sempre crítico.
EquipmentText/TalentDesc4311,"Critical hits have a <Green_12>15%</> chance to restore <Green_12>5</> Health. Excess healing from this effect is converted into a shield, up to <Green_12>50%</> of max Health.","Acertos críticos têm <Green_12>15%</> de chance de restaurar <Green_12>5</> de Vida. Cura excedente deste efeito é convertida em escudo, até <Green_12>50%</> da Vida máxima."
EquipmentText/TalentDesc1210,Critical hits have a <Green_12>60%</> chance to trigger <Green_12>1</> of your owned [Chase] Tech. Cooldown: <Green_12>1</>s.,Acertos críticos têm <Green_12>60%</> de chance de acionar <Green_12>1</> Tecnologia de [Perseguição] que você possui. Recarga: <Green_12>1</>s.
EquipmentText/TalentDesc5110,"Crits have <Green_12>60%</> chance to trigger <Green_12>1</> random [Chase] skill, CD <Green_12>1</>s","Críticos têm <Green_12>60%</> de chance de acionar <Green_12>1</> habilidade aleatória de [Perseguição], Recarga <Green_12>1</>s"
EquipmentText/TalentName4010,Crit Bullet,Projétil Crítico
EquipmentText/TalentName4311,Crit Leech,Sanguessuga Crítica
EquipmentText/Attribute_Attack_Info6,Crit Chance,Chance Crítica
EquipmentText/TalentDesc1207,Crit Chance +<Green_12>%s%</>,Chance Crítica +<Green_12>%s%</>
EquipmentText/TalentDesc4004,Crit Chance +<Green_12>%s%</>,Chance Crítica +<Green_12>%s%</>
EquipmentText/TalentDesc5107,Crit Chance +<Green_12>%s%</>,Chance Crítica +<Green_12>%s%</>
EquipmentText/arr_BaseAttributeBonusDisplay21,Crit Chance + <Green_14>%s%</>,Chance Crítica + <Green_14>%s%</>
EquipmentText/ModuleTips2071,"Crit Chance +<Green_14>5%</>, Crit DMG +<Green_14>50%</>","Chance Crítica +<Green_14>5%</>, Dano Crítico +<Green_14>50%</>"
EquipmentText/ModuleTips2156,"Crit Chance +<Green_14>20%</>, but take <red_14>1</> damage per second while Health is above 25%.","Chance Crítica +<Green_14>20%</>, mas sofre <red_14>1</> de dano por segundo enquanto a Vida estiver acima de 25%."
EquipmentText/AffixeName21,Crit,Crítico
EquipmentText/Attribute_Attack_Desc7,Critical Hit Damage Multiplier,Crítico Hit Dano Multiplier
EquipmentText/AffixeName9,Violent,Violent
EquipmentText/AffixeName42,Warp,Warp
EquipmentText/ModuleTips2102,"Max Health +<Green_14>30</>.
When Health is below 70%, All Damage +<Green_14>30%</>.","Máx. Vida +<Green_14>30</>.
Quando Vida is below 70%, Todo Dano +<Green_14>30%</>."
EquipmentText/TalentDesc4307,<Green_12>33%</> chance to resist status ailments,<Green_12>33%</> de chance de resistir a aflições de status
EquipmentText/TalentDesc5307,<Green_12>33%</> chance to resist status ailments,<Green_12>33%</> de chance de resistir a aflições de status
EquipmentText/ModuleTips2148,"When using [Dash] while shielded, [Dash] Crit Chance +<Green_14>30%</>.","Ao usar [Avanço] com escudo ativo, Chance Crítica de [Avanço] +<Green_14>30%</>."
EquipmentText/TalentName1007,Mobile Fire,Disparo Móvel
EquipmentText/Weapon_Type_MG,Minigun,Minigun
EquipmentText/EquipmentTypeID160501,AI Pact,Pacto IA
EquipmentText/EquipmentTypeID210506,Swarm Support Vest,Colete de Suporte de Enxame
EquipmentText/EquipmentTypeID270512,Machine Spirit Core,Núcleo do Espírito da Máquina
EquipmentText/ContractName103,Gunfire Pact,Gunfire Pacto
EquipmentText/AffixeName10,Gun,Gun
EquipmentText/EquipmentTypeID260502,Carnival Manacles,Algemas Carnavalescas
EquipmentText/Attribute_Weapon_Name,Weapon,Arma
EquipmentText/Weapon,Weapon,Arma
EquipmentText/Attribute_Ammo_Info1,Weapon DMG Bonus,Bônus de Dano de Arma
EquipmentText/Attribute_Ammo_Name,Weapon Bonuses,Bônus de Arma
EquipmentText/Attribute_Weapon_Desc6,Enemies Pierced per Shot,Inimigos Perfuraçãod per Shot
EquipmentText/Attribute_Weapon_Desc7,Ricochets per Shot (cannot pierce when ricocheting),Ricochetes por disparo (não pode perfurar ao ricochetear)
EquipmentText/Attribute_Weapon_Info11,Additional Crit Damage bonus for weapon attacks,Bônus adicional de Dano Crítico para ataques de arma
EquipmentText/Attribute_Ammo_Desc6,Additional Crit Chance bonus for weapon attacks,Bônus adicional de Chance Crítica para ataques de arma
EquipmentText/Attribute_Ammo_Info3,Weapon Range Bonus,Bônus de Alcance de Arma
EquipmentText/Attribute_Ammo_Info2,Fire Rate Bonus,Bônus de Cadência de Tiro
EquipmentText/Attribute_Ammo_Info10,Weapon Slots,Arma Espaços
EquipmentText/Attribute_Weapon_Desc11,Weapon Crit Damage,Arma Dano Crítico
EquipmentText/Attribute_Ammo_Info6,Weapon Crit Chance,Arma Chance Crítica
EquipmentText/Attribute_Weapon_Desc1,Weapon Damage,Arma Dano
EquipmentText/Attribute_Ammo_Desc1,Additional damage bonus for weapons,Bônus de dano adicional para armas
EquipmentText/Attribute_Weapon_Desc2,Weapon Fire Rate,Arma Cadência de Tiro
EquipmentText/Attribute_Ammo_Desc2,Additional firing speed bonus for weapons,Bônus adicional de velocidade de disparo para armas
EquipmentText/Attribute_Weapon_Desc9,Weapon Range,Arma Alcance
EquipmentText/Attribute_Ammo_Desc3,Additional range bonus for weapons,Bônus adicional de alcance para armas
EquipmentText/Attribute_Weapon_Desc4,Weapon Magazine Capacity,Arma Capacidade do Carregador
EquipmentText/Attribute_Weapon_Desc5,Weapon Projectile Count,Arma Quantidade de Projéteis
EquipmentText/Attribute_Weapon_Desc3,Weapon Reload Time,Tempo de Recarga da Arma
EquipmentText/AffixeName2068,Exterminating,Exterminating
EquipmentText/TalentName1100,Shatter,Shatter
EquipmentText/TalentName1109,Annihilation,Annihilation
EquipmentText/TalentName1205,Annihilation,Annihilation
EquipmentText/TalentName1306,Annihilation,Annihilation
EquipmentText/TalentName3008,Annihilation,Annihilation
EquipmentText/TalentName3209,Annihilation,Annihilation
EquipmentText/TalentName4000,Annihilation,Annihilation
EquipmentText/TalentName4109,Annihilation,Annihilation
EquipmentText/TalentName5006,Annihilation,Annihilation
EquipmentText/TalentName5105,Annihilation,Annihilation
EquipmentText/TalentDesc3210,"Per 100 kills, [Tactical Skill] DMG +<Green_12>5%</>, max <Green_12>15</> times","Per 100 kills, [Habilidade Tática] Dano +<Green_12>5%</>, máx. <Green_12>15</> times"
EquipmentText/ModuleTips2128,"For every <Green_14>100</> enemies killed, Fire Rate and Damage increase by <Green_14>1%</>, up to <Green_14>30</> times.","A cada <Green_14>100</> inimigos abatidos, Cadência de Tiro e Dano aumentam em <Green_14>1%</>, até <Green_14>30</> vezes."
EquipmentText/TalentDesc1010,"Per hit, +<Green_12>3.5%</>[Weapon] DMG for <Green_12>3</>s (Max <Green_12>35%</>)","Por acerto, +<Green_12>3.5%</> de Dano de [Arma] por <Green_12>3</>s (Máx. <Green_12>35%</>)"
EquipmentText/TalentDesc5010,"Every 2 shots, next shot has +<Green_12>4</> projectiles","A cada 2 disparos, o próximo disparo tem +<Green_12>4</> projéteis"
EquipmentText/ModuleTips2047,"Whenever [Tactical Skill] triggers, heal <Green_14>4</> HP.","Sempre que [Habilidade Tática] acionars, heal <Green_14>4</> Vida."
EquipmentText/ModuleTips2039,"Whenever [Psionic] tech triggers, Armor +<Green_14>3</> for <Green_14>5</>s, max <Green_14>7</> stacks.","Sempre que tecnologia [Psiônica] é acionada, Armadura +<Green_14>3</> por <Green_14>5</>s, máximo de <Green_14>7</> acúmulos."
EquipmentText/ModuleTips2038,"Whenever [Psionic] tech deals damage, All Damage +<Green_14>3%</> for <Green_14>3</>s, max <Green_14>10</> stacks.","Sempre que tecnologia [Psiônica] causa dano, Todo Dano +<Green_14>3%</> por <Green_14>3</>s, máximo de <Green_14>10</> acúmulos."
EquipmentText/ModuleTips2021,"Whenever [Chase] tech triggers, [Chase] Damage +<Green_14>5.5%</> for <Green_14>2s</>, max <Green_14>10</> stacks.","Sempre que tecnologia de [Perseguição] é acionada, [Perseguição] Dano +<Green_14>5.5%</> por <Green_14>2s</>, máximo de <Green_14>10</> acúmulos."
EquipmentText/ModuleTips2022,"Whenever [Chase] tech triggers, restore <Green_14>0.5</> HP.","Sempre que [Perseguição] tech acionars, restaurar <Green_14>0.5</> Vida."
EquipmentText/ModuleTips2078,"Whenever you interact with an investigation event, there is a <Green_14>3%</> chance to trigger the magnet","Sempre que você interage com um evento de investigação, há <Green_14>3%</> de chance de acionar o ímã"
EquipmentText/ModuleTips2020,"Whenever you dash, trigger a random [Chase] tech.","Sempre que you dash, acionar a random [Perseguição] tech."
EquipmentText/ModuleTips2074,"Whenever you kill an elite, heal <Green_14>10</> HP.","Sempre que you kill an elite, heal <Green_14>10</> Vida."
EquipmentText/ModuleTips2099,"Whenever you deal [Psionic] damage, [Weapon] damage is increased by <Green_14>10%</> for <Green_14>5</> seconds. Stacks up to <Green_14>5</> times.","Sempre que você causa dano [Psiônico], o dano de [Arma] aumenta em <Green_14>10%</> por <Green_14>5</> segundos. Acumula até <Green_14>5</> vezes."
EquipmentText/TalentDesc5109,"For each [Chase] Tech you have, [Weapon] Damage +<Green_12>8%</>, up to <Green_12>6</> stacks.","Para cada Tecnologia de [Perseguição] que você possui, [Arma] Dano +<Green_12>8%</>, até <Green_12>6</> acúmulos."
